0,69889
1,69297
2,139779
3,77589
4,71666
5,49752
6,54490
7,52121
8,49160
9,139779
10,79959
11,62189
12,151032
13,136225
14,82328
15,75220
16,71667
17,73443
18,103649
19,85289
20,69889
21,85289
22,67520
23,67520
24,81735
25,69297
26,68113
27,61597
28,71666
29,86473
30,66336
31,70481
32,67520
33,68705
34,69890
35,110164
36,68705
37,69890
38,51528
39,47975
40,75813
41,65743
42,56859
43,68112
44,95357
45,96542
46,107796
47,68705
48,78181
49,68705
50,68705
51,82327
52,76404
53,69890
54,49752
55,167616
56,67520
57,66928
58,71666
59,52120
60,134448
61,87065
62,71666
63,81735
64,26653
65,16583
66,19545
67,16584
68,24284
69,23692
70,17176
71,19546
72,16584
73,19545
74,16584
75,16584
76,28430
77,20730
78,40275
79,14214
80,17176
81,16584
82,16584
83,19545
84,16583
85,56267
86,16584
87,19545
88,16584
89,16584
90,17176
91,21322
92,23691
93,20137
94,15991
95,16584
96,20138
97,17176
98,16584
99,17769
100,16584
101,91804
102,17176
103,16584
104,18953
105,16584
106,16584
107,15992
108,15399
109,16584
110,20730
111,17176
112,18953
113,20137
114,19545
115,16584
116,19546
117,27837
118,23691
119,14807
120,27837
121,27837
122,30207
123,16584
124,24876
125,17768
126,20730
127,17176
128,37314
129,23099
130,16584
131,16584
132,18953
133,30798
134,23099
135,19545
136,17176
137,14807
138,16584
139,18953
140,16584
141,15992
142,86473
143,62189
144,0
145,74628
146,111941
147,72850
148,82919
149,136225
150,84104
151,84104
152,86474
153,150439
154,64559
155,19545
156,17768
157,17176
158,16584
159,18953
160,20730
161,20730
162,14215
163,17177
164,17177
165,16584
166,37906
167,27837
168,33760
169,62189
170,28429
171,23099
172,29614
173,17176
174,16583
175,16584
176,23099
177,17176
178,15399
179,18953
180,17176
181,15991
182,16584
183,19545
184,20138
185,63967
186,19545
187,17177
188,16584
189,16584
190,19546
191,15992
192,23099
193,50344
194,26652
195,26653
196,26060
197,26061
198,16583
199,16583
200,15992
201,23691
202,16584
203,16584
204,16584
205,14807
206,16584
207,16584
208,19545
209,20730
210,29614
211,17176
212,18953
213,26653
214,27245
215,31983
216,24283
217,31391
218,26060
219,15992
220,16583
221,18953
222,23099
223,14215
224,18953
225,21323
226,16584
227,16584
228,18953
229,16584
230,14215
231,20137
232,19546
233,21322
234,15992
235,16584
236,18953
237,16584
238,16584
239,18953
240,16584
241,15991
242,20730
243,20137
244,16584
245,15992
246,18953
247,15992
248,14215
249,16584
250,106018
251,33760
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,592
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,592
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,592
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,592
346,0
347,592
348,0
349,593
350,0
351,0
352,0
353,0
354,0
355,0
356,592
357,0
358,0
359,0
360,0
361,592
362,0
363,0
364,592
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,592
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,593
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,593
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,592
427,0
428,0
429,0
430,0
431,0
432,0
433,592
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,592
443,0
444,0
445,0
446,593
447,0
448,0
449,0
450,0
451,0
452,0
453,592
454,0
455,0
456,0
457,0
458,593
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
